employeeId,firstName,lastName,email,phoneNumber,hireDate,ageId,jobId,salary,commissionPct,managerId,departmentId
681,Regina,Avery,Regina.Avery@atnt.com,732-450-0681,2010-05-25,28,Operations,8352.00,1.70,165,49
682,Jakari,Gordon,Jakari.Gordon@atnt.com,732-450-0682,2011-01-17,28,Sales,4841.00,8.90,291,99
683,Taylor,Day,Taylor.Day@verizon.com,732-450-0683,2016-06-05,5235,Operations,15042.00, - ,165,121
684,Kayson,Vega,Kayson.Vega@yahoo.com,732-450-0684,2017-12-13,30,Marketing,14300.00,0.75,104,78
685,Dakota,Montgomery,Dakota.Montgomery@atnt.com,732-450-0685,2024-01-04,30,Engineering,7845.00,1.23,231,41
686,Maximiliano,Swanson,Maximiliano.Swanson@atnt.com,732-450-0686,2024-06-14,33,Human Resources,11673.00,1.36,284,129
687,Helen,Bentley,Helen.Bentley@atnt.com,732-450-0687,2019-08-07,58,Operations,3239.00,6.40,299,108
688,Randy,Long,Randy.Long@gmail.com,732-450-0688,2012-10-13,30,Human Resources,11077.00,2.87,218,50
689,Jade,Savage,Jade.Savage@verizon.com,732-450-0689,2007-07-02,25,Finance,8377.00,5.50,257,19
690,Keaton,Jenkins,Keaton.Jenkins@gmail.com,732-450-0690,2011-06-21,58,Operations,8487.00,6.20,120,20
691,Rylee,Sweeney,Rylee.Sweeney@gmail.com,732-450-0691,2001-05-14,48,Sales,7108.00,6.24,169,27
692,Nixon,Winters,Nixon.Winters@gmail.com,732-450-0692,2003-03-01,30,Engineering,6814.00,2.05,219,12
693,Kataleya,Bernal,Kataleya.Bernal@yahoo.com,732-450-0693,2006-08-20,25,Operations,15757.00,5.13,136,52
694,Eithan,Clarke,Eithan.Clarke@atnt.com,732-450-0694,2002-02-18,33,Marketing,11202.00,6.79,180,114
695,Kaitlyn,Moreno,Kaitlyn.Moreno@yahoo.com,732-450-0695,2016-10-28,58,Operations,21427.00,8.45,130,69
696,Myles,Rivers,Myles.Rivers@facebook.com,732-450-0696,2007-10-05,5235,Finance,5193.00,6.92,173,32
697,Kiana,Perez,Kiana.Perez@atnt.com,732-450-0697,2016-10-26,30,Operations,17486.00,6.55,264,106
698,Owen,Li,Owen.Li@yahoo.com,732-450-0698,2012-05-18,45,Human Resources,5214.00,4.23,267,42
699,Paige,Villanueva,Paige.Villanueva@gmail.com,732-450-0699,2016-07-13,33,Operations,3920.00,9.08,130,23
700,Huxley,Manning,Huxley.Manning@facebook.com,732-450-0700,2021-02-23,33,Marketing,12234.00,3.83,155,37
701,Jennifer,Hammond,Jennifer.Hammond@verizon.com,732-450-0701,2010-02-21,45,Operations,17063.00,3.87,205,99
702,Francis,Bean,Francis.Bean@yahoo.com,732-450-0702,2018-08-28,48,Finance,22477.00,0.37,120,105
703,Jenesis,Shaffer,Jenesis.Shaffer@yahoo.com,732-450-0703,2012-07-28,48,Operations,12119.00, - ,233,96
704,Dexter,Hull,Dexter.Hull@gmail.com,732-450-0704,2008-06-10,5235,Marketing,11273.00,2.24,106,104
705,Andi,Crane,Andi.Crane@yahoo.com,732-450-0705,2005-10-09,40,Finance,5971.00,0.24,185,121
706,Fox,Gates,Fox.Gates@verizon.com,732-450-0706,2004-11-21,28,Finance,8046.00,9.25,210,83
707,Melina,Shaw,Melina.Shaw@atnt.com,732-450-0707,2001-08-21,33,Engineering,11643.00, - ,144,126
708,Elliot,Rubio,Elliot.Rubio@verizon.com,732-450-0708,2010-06-20,58,Human Resources,15947.00,3.05,232,108
709,Hadassah,Haley,Hadassah.Haley@gmail.com,732-450-0709,2018-01-13,30,Operations,18083.00, - ,110,123
710,Leif,Hull,Leif.Hull@verizon.com,732-450-0710,2003-10-16,40,Human Resources,3159.00,8.82,243,37
711,Andi,Colon,Andi.Colon@gmail.com,732-450-0711,2002-03-25,28,Sales,13848.00,9.21,207,71
712,Bruce,Hahn,Bruce.Hahn@facebook.com,732-450-0712,2011-12-25,45,Engineering,22035.00,2.62,265,64
713,Fallon,Andrade,Fallon.Andrade@facebook.com,732-450-0713,2013-07-07,40,Operations,18801.00,6.75,298,90
714,Abdiel,Hubbard,Abdiel.Hubbard@facebook.com,732-450-0714,2018-04-06,40,Finance,6031.00,6.01,147,88
715,Rosie,Hopkins,Rosie.Hopkins@verizon.com,732-450-0715,2004-08-10,48,Finance,20413.00,1.26,225,24
716,Ali,Hopkins,Ali.Hopkins@yahoo.com,732-450-0716,2005-06-24,33,Human Resources,16635.00,7.73,193,93
717,Gabriela,Dalton,Gabriela.Dalton@gmail.com,732-450-0717,2004-02-07,30,Engineering,6391.00,7.93,108,76
718,Fletcher,Arroyo,Fletcher.Arroyo@facebook.com,732-450-0718,2018-07-15,33,Human Resources,8654.00, - ,281,129
719,Kyra,Boyer,Kyra.Boyer@atnt.com,732-450-0719,2004-03-02,30,Marketing,22638.00,9.29,150,51
720,Zeke,Fox,Zeke.Fox@atnt.com,732-450-0720,2024-07-12,30,Human Resources,16006.00,2.30,120,23
721,Juliette,Stanley,Juliette.Stanley@atnt.com,732-450-0721,2019-09-28,40,Engineering,11928.00,8.66,294,29
722,Manuel,Garrett,Manuel.Garrett@gmail.com,732-450-0722,2006-01-13,45,Engineering,14527.00,9.70,260,113
723,Tessa,Figueroa,Tessa.Figueroa@verizon.com,732-450-0723,2011-10-14,33,Engineering,4880.00, - ,101,37
724,Spencer,Small,Spencer.Small@gmail.com,732-450-0724,2005-03-08,45,Finance,3537.00,4.81,116,122
725,Zaria,Becker,Zaria.Becker@gmail.com,732-450-0725,2020-12-25,25,Operations,4468.00,4.81,272,129
726,Lawson,McKenzie,Lawson.McKenzie@gmail.com,732-450-0726,2005-08-11,48,Sales,12508.00,0.09,121,113
727,Briar,Fischer,Briar.Fischer@atnt.com,732-450-0727,2008-07-28,58,Sales,8613.00,0.82,283,57
728,Leonidas,Edwards,Leonidas.Edwards@gmail.com,732-450-0728,2022-07-17,33,Human Resources,4826.00,5.97,273,109
729,Ivy,Benson,Ivy.Benson@atnt.com,732-450-0729,2019-04-16,30,Finance,8851.00,0.46,110,128
730,Desmond,Roberts,Desmond.Roberts@facebook.com,732-450-0730,2015-11-20,30,Finance,22898.00,5.34,233,56
731,Paisley,Cobb,Paisley.Cobb@verizon.com,732-450-0731,2000-05-11,25,Finance,8034.00,5.05,131,128
732,Raphael,Malone,Raphael.Malone@facebook.com,732-450-0732,2014-06-08,30,Finance,19443.00,5.15,231,80
733,Skyler,Blake,Skyler.Blake@gmail.com,732-450-0733,2017-09-04,33,Finance,20093.00,2.53,262,111
734,Zyaire,Bartlett,Zyaire.Bartlett@atnt.com,732-450-0734,2016-02-10,33,Sales,5304.00,7.69,109,33
735,Aubrielle,Kaur,Aubrielle.Kaur@gmail.com,732-450-0735,2015-03-03,28,Finance,13532.00,2.88,197,117
736,Augustine,Barr,Augustine.Barr@gmail.com,732-450-0736,2012-12-05,28,Marketing,18275.00,2.27,101,53
737,Noemi,Wilcox,Noemi.Wilcox@atnt.com,732-450-0737,2022-06-04,45,Engineering,20929.00,5.89,239,129
738,Jerry,Phillips,Jerry.Phillips@gmail.com,732-450-0738,2001-07-03,28,Finance,14244.00,1.38,125,125
739,Naomi,Day,Naomi.Day@yahoo.com,732-450-0739,2014-09-09,45,Operations,20564.00, - ,295,85
740,Kayson,Boone,Kayson.Boone@gmail.com,732-450-0740,2006-12-11,28,Engineering,10083.00,6.57,225,13
741,Mariam,Lester,Mariam.Lester@verizon.com,732-450-0741,2024-05-16,58,Sales,5841.00,1.24,118,45
742,Lee,Booth,Lee.Booth@facebook.com,732-450-0742,2003-02-26,48,Finance,14724.00,3.62,287,79
743,Zariyah,Branch,Zariyah.Branch@atnt.com,732-450-0743,2007-02-03,25,Finance,17929.00, - ,133,13
744,Keenan,Cordova,Keenan.Cordova@yahoo.com,732-450-0744,2024-07-09,48,Sales,15402.00,7.10,177,103
745,Florence,Escobar,Florence.Escobar@verizon.com,732-450-0745,2013-10-12,5235,Marketing,17713.00,2.23,134,122
746,Zachariah,Hodge,Zachariah.Hodge@yahoo.com,732-450-0746,2007-08-17,28,Finance,13587.00,1.03,153,28
747,Coraline,Schmidt,Coraline.Schmidt@gmail.com,732-450-0747,2006-09-16,5235,Finance,21605.00,2.38,135,51
748,Zayden,Travis,Zayden.Travis@facebook.com,732-450-0748,2014-06-05,30,Operations,5430.00,7.18,130,97
749,Mazikee,Leonard,Mazikee.Leonard@verizon.com,732-450-0749,2004-10-05,5235,Finance,18579.00,3.88,299,105
750,Ricardo,Maxwell,Ricardo.Maxwell@gmail.com,732-450-0750,2014-05-21,33,Operations,11102.00,2.82,205,122
751,Kyla,Huff,Kyla.Huff@facebook.com,732-450-0751,2024-07-14,25,Operations,11635.00,0.00,220,32
752,Finnley,Duncan,Finnley.Duncan@facebook.com,732-450-0752,2022-04-16,28,Operations,17792.00,8.02,144,19
753,Elise,Ferguson,Elise.Ferguson@yahoo.com,732-450-0753,2005-09-15,58,Sales,13639.00,5.86,208,56
754,Miguel,McCormick,Miguel.McCormick@atnt.com,732-450-0754,2006-10-04,45,Sales,10746.00,1.93,214,116
755,Macie,Jackson,Macie.Jackson@facebook.com,732-450-0755,2007-06-14,5235,Engineering,21307.00,1.19,284,15
756,Sebastian,Owen,Sebastian.Owen@verizon.com,732-450-0756,2017-10-19,33,Engineering,13846.00,6.50,170,29
757,Mikayla,Melton,Mikayla.Melton@yahoo.com,732-450-0757,2000-06-10,25,Finance,20324.00,3.45,180,57
758,Lennon,Valenzuela,Lennon.Valenzuela@yahoo.com,732-450-0758,2015-02-04,33,Sales,22694.00,3.00,195,83
759,Henley,Grimes,Henley.Grimes@gmail.com,732-450-0759,2022-04-08,30,Engineering,17027.00,7.37,207,129
760,Harlan,Wade,Harlan.Wade@atnt.com,732-450-0760,2001-02-21,45,Engineering,3784.00,3.89,151,82
761,Evie,Townsend,Evie.Townsend@atnt.com,732-450-0761,2013-03-09,33,Finance,14466.00,1.93,199,53
762,Alexis,Hodge,Alexis.Hodge@atnt.com,732-450-0762,2022-08-03,40,Operations,19042.00,8.80,228,41
763,Coraline,Logan,Coraline.Logan@facebook.com,732-450-0763,2013-06-26,30,Marketing,6997.00,6.58,221,103
764,Rocco,Rosario,Rocco.Rosario@facebook.com,732-450-0764,2006-03-01,30,Sales,17414.00,0.03,160,98
765,Louisa,McKee,Louisa.McKee@yahoo.com,732-450-0765,2001-02-09,25,Sales,19193.00, - ,258,110
766,Bjorn,Huerta,Bjorn.Huerta@gmail.com,732-450-0766,2014-10-02,58,Operations,22602.00, - ,138,10
767,Dulce,Zuniga,Dulce.Zuniga@verizon.com,732-450-0767,2009-12-03,5235,Sales,18668.00, - ,198,26
768,Sincere,Vo,Sincere.Vo@gmail.com,732-450-0768,2004-02-01,30,Engineering,21621.00,8.91,165,19
769,Artemis,Stein,Artemis.Stein@verizon.com,732-450-0769,2000-07-07,45,Sales,12308.00, - ,160,56
770,Creed,Walker,Creed.Walker@facebook.com,732-450-0770,2024-01-19,25,Engineering,15897.00,8.10,175,100
771,Hazel,Hanna,Hazel.Hanna@facebook.com,732-450-0771,2012-05-18,58,Human Resources,15633.00,6.56,127,89
772,Aydin,Gutierrez,Aydin.Gutierrez@verizon.com,732-450-0772,2002-02-25,30,Sales,20153.00,5.92,146,120
773,Savannah,Monroe,Savannah.Monroe@verizon.com,732-450-0773,2013-11-19,40,Sales,18566.00,6.03,299,94
774,Colby,Leal,Colby.Leal@gmail.com,732-450-0774,2000-07-05,48,Sales,3965.00,8.42,229,128
775,Murphy,Black,Murphy.Black@atnt.com,732-450-0775,2015-01-09,30,Sales,14936.00, - ,110,20
776,Matteo,Booker,Matteo.Booker@gmail.com,732-450-0776,2004-05-24,30,Engineering,13454.00,9.65,106,27
777,Nataly,Schmitt,Nataly.Schmitt@verizon.com,732-450-0777,2011-06-25,28,Operations,10753.00,8.86,154,25
778,Murphy,Hartman,Murphy.Hartman@gmail.com,732-450-0778,2024-05-20,58,Human Resources,17478.00,6.08,155,117
779,Kennedi,Mays,Kennedi.Mays@verizon.com,732-450-0779,2008-12-12,5235,Sales,16348.00,2.14,266,46
780,Jadiel,Mata,Jadiel.Mata@verizon.com,732-450-0780,2011-01-19,30,Marketing,11119.00,7.89,130,110
781,Lillie,McLaughlin,Lillie.McLaughlin@verizon.com,732-450-0781,2015-12-04,33,Engineering,11304.00, - ,250,102
782,Ibrahim,Parrish,Ibrahim.Parrish@atnt.com,732-450-0782,2010-04-02,48,Sales,9311.00,2.01,189,14
783,Tiana,Herman,Tiana.Herman@facebook.com,732-450-0783,2023-01-18,30,Operations,21738.00,7.21,112,92
784,Juelz,Holmes,Juelz.Holmes@yahoo.com,732-450-0784,2005-01-26,48,Finance,5367.00,7.16,219,121
785,Bailey,Hail,Bailey.Hail@gmail.com,732-450-0785,2023-09-22,58,Finance,10631.00,6.79,187,23
786,Hector,Branch,Hector.Branch@facebook.com,732-450-0786,2008-11-16,5235,Operations,14865.00,2.04,156,95
787,Luisa,Buchanan,Luisa.Buchanan@verizon.com,732-450-0787,2010-06-09,45,Engineering,20827.00,2.69,267,116
788,Enrique,Bruce,Enrique.Bruce@facebook.com,732-450-0788,2011-03-08,5235,Human Resources,13498.00,3.29,220,73
789,Marilyn,May,Marilyn.May@verizon.com,732-450-0789,2002-08-03,30,Human Resources,14704.00,0.60,197,117
790,Finley,Castillo,Finley.Castillo@gmail.com,732-450-0790,2013-05-20,25,Operations,21992.00, - ,127,46
791,Eva,Winters,Eva.Winters@atnt.com,732-450-0791,2011-06-24,30,Engineering,17064.00,3.58,258,56
792,Deandre,Molina,Deandre.Molina@facebook.com,732-450-0792,2000-12-27,28,Human Resources,18682.00,4.04,148,121
793,Alexandria,Leonard,Alexandria.Leonard@facebook.com,732-450-0793,2002-07-05,33,Sales,21231.00,4.49,231,66
794,Ricardo,Roman,Ricardo.Roman@gmail.com,732-450-0794,2011-06-04,5235,Sales,15828.00,5.88,241,104
795,Astrid,Conley,Astrid.Conley@atnt.com,732-450-0795,2011-05-11,58,Engineering,17756.00,5.03,207,129
796,Marvin,Peralta,Marvin.Peralta@atnt.com,732-450-0796,2013-03-13,48,Engineering,13903.00,3.28,241,90
797,Malayah,Blevins,Malayah.Blevins@facebook.com,732-450-0797,2024-02-22,5235,Operations,22779.00,5.96,235,111
798,Avi,Magana,Avi.Magana@gmail.com,732-450-0798,2023-03-16,5235,Human Resources,10396.00,6.61,196,124
799,Amaris,Mayer,Amaris.Mayer@atnt.com,732-450-0799,2004-06-19,28,Sales,3089.00, - ,281,21
800,Yahir,McCormick,Yahir.McCormick@verizon.com,732-450-0800,2001-05-23,30,Marketing,8157.00,2.97,134,70
801,Macie,Zimmerman,Macie.Zimmerman@verizon.com,732-450-0801,2017-12-20,58,Human Resources,5545.00,6.73,261,21
802,Sergio,Berg,Sergio.Berg@gmail.com,732-450-0802,2015-12-24,28,Human Resources,5774.00,7.94,166,60
803,Emmalyn,Harrison,Emmalyn.Harrison@gmail.com,732-450-0803,2016-02-04,33,Engineering,18946.00,5.89,264,63
804,Gavin,Flores,Gavin.Flores@yahoo.com,732-450-0804,2016-09-26,30,Human Resources,8707.00,7.05,171,71
805,Emilia,Kent,Emilia.Kent@yahoo.com,732-450-0805,2009-05-24,45,Finance,19311.00,6.22,235,10
806,Mekhi,Daugherty,Mekhi.Daugherty@atnt.com,732-450-0806,2024-09-20,48,Sales,13349.00,9.70,126,126
807,Magdalena,Glenn,Magdalena.Glenn@facebook.com,732-450-0807,2010-12-27,48,Sales,12388.00,4.08,257,86
808,Zaid,Sanders,Zaid.Sanders@verizon.com,732-450-0808,2010-11-23,30,Marketing,19941.00,1.70,124,20
809,Everleigh,Meyer,Everleigh.Meyer@verizon.com,732-450-0809,2013-08-16,28,Sales,15966.00, - ,186,10
810,Tristan,Conley,Tristan.Conley@facebook.com,732-450-0810,2015-10-19,40,Sales,7216.00,9.41,107,50
811,Salem,Buckley,Salem.Buckley@facebook.com,732-450-0811,2023-12-08,33,Engineering,16797.00,4.39,182,37
812,Aryan,Clark,Aryan.Clark@facebook.com,732-450-0812,2012-01-19,33,Operations,3799.00,5.81,117,35
813,Chloe,Burns,Chloe.Burns@yahoo.com,732-450-0813,2018-12-08,28,Engineering,22154.00,7.28,231,124
814,August,Keith,August.Keith@gmail.com,732-450-0814,2022-09-11,5235,Operations,12379.00,2.75,172,21
815,Elyse,Hill,Elyse.Hill@verizon.com,732-450-0815,2011-07-28,33,Finance,9971.00,8.50,299,39
816,Isaac,Madden,Isaac.Madden@verizon.com,732-450-0816,2011-09-12,33,Finance,18832.00,6.83,194,50
817,Violette,Sweeney,Violette.Sweeney@yahoo.com,732-450-0817,2018-03-17,28,Human Resources,17808.00,8.26,257,96
818,Nixon,Wolf,Nixon.Wolf@facebook.com,732-450-0818,2005-07-02,5235,Operations,14850.00,3.93,275,13
819,Jolene,McLean,Jolene.McLean@verizon.com,732-450-0819,2015-06-02,5235,Marketing,17171.00,6.43,235,124
820,Crosby,Griffith,Crosby.Griffith@yahoo.com,732-450-0820,2003-09-10,58,Human Resources,6650.00,6.58,231,29
821,Alicia,Freeman,Alicia.Freeman@gmail.com,732-450-0821,2011-07-11,5235,Operations,9673.00,6.21,259,59
822,Jayce,Orozco,Jayce.Orozco@yahoo.com,732-450-0822,2015-05-18,25,Human Resources,3737.00,4.73,277,129
823,Renata,Pennington,Renata.Pennington@verizon.com,732-450-0823,2021-04-11,5235,Marketing,7129.00, - ,163,59
824,Bobby,Nunez,Bobby.Nunez@atnt.com,732-450-0824,2002-09-25,28,Engineering,6858.00,3.28,185,42
825,Mya,Walker,Mya.Walker@facebook.com,732-450-0825,2013-06-26,45,Engineering,14355.00,6.57,271,80
826,Luke,Montoya,Luke.Montoya@atnt.com,732-450-0826,2021-09-10,28,Sales,7073.00,2.56,100,115
827,Kamryn,Zavala,Kamryn.Zavala@gmail.com,732-450-0827,2004-10-09,30,Finance,19205.00,8.20,104,125
828,Dillon,Casey,Dillon.Casey@gmail.com,732-450-0828,2022-03-11,33,Operations,14270.00,2.60,205,117
829,Sylvia,Estrada,Sylvia.Estrada@gmail.com,732-450-0829,2016-07-27,5235,Human Resources,11091.00,1.15,192,68
830,Phoenix,Lin,Phoenix.Lin@atnt.com,732-450-0830,2011-12-16,25,Human Resources,21137.00,1.59,121,28
831,Makenna,Thomas,Makenna.Thomas@gmail.com,732-450-0831,2009-04-09,30,Finance,4971.00,1.68,187,107
832,Logan,Ingram,Logan.Ingram@gmail.com,732-450-0832,2010-04-07,33,Human Resources,19317.00, - ,126,53
833,Katie,Camacho,Katie.Camacho@atnt.com,732-450-0833,2019-03-28,40,Human Resources,6551.00,0.52,269,106
834,Tatum,Warner,Tatum.Warner@gmail.com,732-450-0834,2003-06-21,58,Human Resources,11063.00,0.30,132,34
835,Wynter,Hines,Wynter.Hines@yahoo.com,732-450-0835,2018-09-09,45,Human Resources,21649.00, - ,187,88
836,Uriel,Sparks,Uriel.Sparks@atnt.com,732-450-0836,2014-09-10,28,Human Resources,13175.00,4.30,282,34
837,Aisha,Blackburn,Aisha.Blackburn@facebook.com,732-450-0837,2019-03-13,58,Operations,19469.00, - ,139,63
838,Zahir,Lamb,Zahir.Lamb@verizon.com,732-450-0838,2006-06-25,5235,Finance,7397.00,6.95,189,53
839,Amaia,Peterson,Amaia.Peterson@yahoo.com,732-450-0839,2007-03-24,30,Finance,15551.00,7.25,222,28
840,Santiago,Carrillo,Santiago.Carrillo@verizon.com,732-450-0840,2013-12-15,33,Finance,10154.00,2.37,288,101
841,Kaylani,McCoy,Kaylani.McCoy@verizon.com,732-450-0841,2008-10-09,25,Engineering,22218.00,1.27,286,62
842,Jett,Chan,Jett.Chan@facebook.com,732-450-0842,2000-08-04,40,Engineering,15950.00,7.85,263,84
843,Hattie,Gomez,Hattie.Gomez@facebook.com,732-450-0843,2001-09-04,30,Human Resources,5601.00,7.43,239,68
844,Isaiah,Bravo,Isaiah.Bravo@atnt.com,732-450-0844,2016-03-06,40,Marketing,9332.00,5.47,227,121
845,Amoura,Gates,Amoura.Gates@atnt.com,732-450-0845,2009-11-23,25,Operations,15500.00,4.12,151,118
846,Ermias,Mitchell,Ermias.Mitchell@gmail.com,732-450-0846,2009-06-13,28,Engineering,17141.00,8.80,213,21
847,Willow,Avila,Willow.Avila@atnt.com,732-450-0847,2015-01-09,28,Marketing,11115.00,8.64,148,128
848,Jaylen,Ray,Jaylen.Ray@verizon.com,732-450-0848,2022-12-20,5235,Finance,17385.00,3.36,155,28
849,Ruth,Hurst,Ruth.Hurst@yahoo.com,732-450-0849,2016-02-11,30,Human Resources,21400.00, - ,102,59
850,Neil,Anthony,Neil.Anthony@gmail.com,732-450-0850,2019-10-16,48,Sales,19476.00, - ,146,72
851,Macy,Magana,Macy.Magana@atnt.com,732-450-0851,2021-08-24,40,Finance,9531.00,9.81,268,64
852,Rey,Romero,Rey.Romero@yahoo.com,732-450-0852,2012-10-01,28,Marketing,20647.00,3.04,177,117
853,Eliza,Molina,Eliza.Molina@atnt.com,732-450-0853,2002-02-25,48,Finance,3070.00,2.61,157,90
854,Prince,Sexton,Prince.Sexton@yahoo.com,732-450-0854,2015-10-12,30,Human Resources,17479.00,5.93,214,87
855,Ellen,Choi,Ellen.Choi@gmail.com,732-450-0855,2013-09-13,28,Sales,10063.00,6.93,175,115
856,Khari,Wagner,Khari.Wagner@verizon.com,732-450-0856,2005-02-22,30,Operations,22616.00,8.44,223,70
857,Maeve,Tapia,Maeve.Tapia@facebook.com,732-450-0857,2013-09-10,40,Engineering,22249.00,2.55,294,77
858,Samir,Lambert,Samir.Lambert@facebook.com,732-450-0858,2017-07-22,28,Engineering,19993.00,3.82,171,78
859,Nina,McDonald,Nina.McDonald@yahoo.com,732-450-0859,2020-05-20,58,Engineering,13729.00,2.18,108,90
860,Calvin,Dillon,Calvin.Dillon@verizon.com,732-450-0860,2001-09-24,5235,Sales,12038.00,1.50,108,10
861,Laurel,Lucas,Laurel.Lucas@gmail.com,732-450-0861,2007-01-17,33,Sales,9352.00,2.85,170,34
862,Chance,Flowers,Chance.Flowers@gmail.com,732-450-0862,2019-04-16,5235,Marketing,14899.00,2.78,156,10
863,Ariya,Stanton,Ariya.Stanton@facebook.com,732-450-0863,2018-11-27,28,Operations,10023.00,0.89,111,76
864,Zyair,Hinton,Zyair.Hinton@atnt.com,732-450-0864,2021-01-12,40,Sales,3309.00,7.10,217,127
865,Jaelynn,Arellano,Jaelynn.Arellano@verizon.com,732-450-0865,2010-12-10,40,Finance,15713.00,2.35,165,41
866,Kellan,Kirby,Kellan.Kirby@verizon.com,732-450-0866,2004-05-14,58,Sales,12414.00,0.30,275,114
867,Skyla,Hendricks,Skyla.Hendricks@gmail.com,732-450-0867,2005-11-28,58,Operations,18995.00,6.20,218,125
868,Dash,Harding,Dash.Harding@gmail.com,732-450-0868,2003-03-12,5235,Sales,4072.00,1.90,267,58
869,Aniya,Cabrera,Aniya.Cabrera@atnt.com,732-450-0869,2006-07-04,40,Operations,15765.00,6.30,220,38
870,Cade,Kent,Cade.Kent@verizon.com,732-450-0870,2016-09-11,30,Marketing,20136.00,1.02,253,11
871,Jazmine,Robinson,Jazmine.Robinson@atnt.com,732-450-0871,2005-11-23,58,Engineering,5464.00, - ,217,47
872,Matthew,Ramsey,Matthew.Ramsey@verizon.com,732-450-0872,2015-05-21,40,Human Resources,5075.00,4.34,241,98
873,Lyric,Soto,Lyric.Soto@facebook.com,732-450-0873,2018-12-11,25,Operations,7216.00,9.98,250,34
874,Barrett,Montes,Barrett.Montes@gmail.com,732-450-0874,2003-02-05,25,Human Resources,14807.00,7.94,292,40
875,Roselyn,Richmond,Roselyn.Richmond@verizon.com,732-450-0875,2023-08-11,5235,Marketing,7389.00,5.15,202,40
876,Mordechai,Graves,Mordechai.Graves@facebook.com,732-450-0876,2020-03-15,30,Sales,8451.00, - ,253,45
877,Elle,McCann,Elle.McCann@facebook.com,732-450-0877,2004-01-10,5235,Human Resources,13536.00, - ,162,92
878,Heath,Powers,Heath.Powers@atnt.com,732-450-0878,2017-10-14,30,Sales,12556.00,1.74,215,48
879,Michelle,Chung,Michelle.Chung@gmail.com,732-450-0879,2001-07-09,28,Operations,12447.00, - ,185,10
880,Ira,Hurst,Ira.Hurst@gmail.com,732-450-0880,2015-08-15,58,Marketing,14089.00,2.94,277,71
881,Adalee,Ellis,Adalee.Ellis@atnt.com,732-450-0881,2015-11-06,5235,Operations,21998.00,9.93,266,116
882,Cole,Zuniga,Cole.Zuniga@gmail.com,732-450-0882,2015-10-05,48,Finance,15557.00,2.06,131,41
883,Leslie,Conley,Leslie.Conley@atnt.com,732-450-0883,2002-12-24,28,Sales,6953.00,9.93,275,51
884,Marvin,Cook,Marvin.Cook@verizon.com,732-450-0884,2004-08-14,5235,Finance,16187.00,8.41,228,57
885,Aaliyah,Huerta,Aaliyah.Huerta@atnt.com,732-450-0885,2020-10-01,30,Marketing,8886.00, - ,193,84
886,Douglas,Wheeler,Douglas.Wheeler@facebook.com,732-450-0886,2024-07-03,45,Human Resources,4836.00,5.18,172,107
887,Sydney,Tucker,Sydney.Tucker@verizon.com,732-450-0887,2011-08-27,45,Marketing,20948.00,2.68,233,32
888,Ivan,Knox,Ivan.Knox@yahoo.com,732-450-0888,2013-08-05,48,Operations,11647.00,6.50,199,121
889,Kallie,Craig,Kallie.Craig@verizon.com,732-450-0889,2004-04-28,25,Marketing,13254.00,5.09,105,60
890,Odin,Copeland,Odin.Copeland@yahoo.com,732-450-0890,2015-11-08,28,Sales,9221.00,1.87,164,53
891,Dayana,Hubbard,Dayana.Hubbard@facebook.com,732-450-0891,2013-11-11,30,Engineering,8979.00,9.94,246,42
892,Forrest,Trevino,Forrest.Trevino@facebook.com,732-450-0892,2004-05-28,33,Operations,13568.00,2.67,269,65
893,Priscilla,Robertson,Priscilla.Robertson@yahoo.com,732-450-0893,2023-09-03,33,Operations,18387.00,8.27,264,32
894,Emiliano,Meyers,Emiliano.Meyers@gmail.com,732-450-0894,2017-07-25,45,Sales,12615.00, - ,237,94
895,Leyla,Levy,Leyla.Levy@atnt.com,732-450-0895,2002-11-14,45,Marketing,20153.00,8.48,282,27
896,Harold,Schultz,Harold.Schultz@verizon.com,732-450-0896,2007-04-05,28,Engineering,17755.00,1.46,154,41
897,Briella,Meyer,Briella.Meyer@facebook.com,732-450-0897,2013-03-16,45,Marketing,3425.00,3.42,247,34
898,Tristan,Reese,Tristan.Reese@gmail.com,732-450-0898,2019-08-15,5235,Engineering,13722.00,7.08,176,34
899,Rosemary,Lucas,Rosemary.Lucas@yahoo.com,732-450-0899,2019-08-06,28,Engineering,13814.00,2.44,272,99
900,Chance,Richards,Chance.Richards@gmail.com,732-450-0900,2012-03-10,28,Sales,15511.00,8.49,259,85
901,Trinity,Vang,Trinity.Vang@yahoo.com,732-450-0901,2000-11-16,5235,Marketing,3195.00,6.15,245,59
902,Jimmy,Donaldson,Jimmy.Donaldson@facebook.com,732-450-0902,2006-08-27,58,Operations,12940.00,3.82,121,104
903,Natasha,Goodwin,Natasha.Goodwin@facebook.com,732-450-0903,2009-05-25,58,Sales,8141.00, - ,294,42
904,Kaison,Barr,Kaison.Barr@gmail.com,732-450-0904,2022-03-03,48,Engineering,11016.00,6.65,115,129
905,Noemi,Greer,Noemi.Greer@atnt.com,732-450-0905,2008-03-27,25,Engineering,19068.00,3.27,175,87
906,Koda,McClain,Koda.McClain@verizon.com,732-450-0906,2011-09-20,40,Marketing,5396.00,0.12,161,42
907,Marleigh,Holloway,Marleigh.Holloway@yahoo.com,732-450-0907,2007-08-06,28,Operations,8010.00,3.72,186,49
908,Sutton,Kane,Sutton.Kane@gmail.com,732-450-0908,2022-08-01,28,Sales,21255.00, - ,200,106
